Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vap Pres (mBars),qc,Air Temp (F),qc,Rel Hum (%),qc,Dew Point (F),qc,Wind Speed (mph),qc,Wind Dir (0-360),qc,Soil Temp (F),qc
47,Brentwood,San Francisco Bay,12/1/2020,0100,336,0.00, ,0.00, ,0, ,5.7, ,42.5, ,62, ,30.3, ,2.2, ,239, ,49.3, 
47,Brentwood,San Francisco Bay,12/1/2020,0200,336,0.00, ,0.00, ,0, ,5.2, ,40.2, ,62, ,28.1, ,3.0, ,245, ,48.8, 
47,Brentwood,San Francisco Bay,12/1/2020,0300,336,0.00, ,0.00, ,0, ,5.0, ,38.6, ,63, ,27.0, ,2.0, ,245, ,48.4, 
47,Brentwood,San Francisco Bay,12/1/2020,0400,336,0.00, ,0.00, ,0, ,5.1, ,39.0, ,63, ,27.6, ,2.0, ,215, ,48.0, 
47,Brentwood,San Francisco Bay,12/1/2020,0500,336,0.00, ,0.00, ,0, ,5.5, ,42.7, ,59, ,29.3, ,3.4, ,262, ,47.6, 
47,Brentwood,San Francisco Bay,12/1/2020,0600,336,0.00, ,0.00, ,0, ,6.1, ,45.7, ,58, ,31.8, ,4.6, ,281, ,47.2, 
47,Brentwood,San Francisco Bay,12/1/2020,0700,336,0.00, ,0.00, ,2, ,6.2, ,46.1, ,59, ,32.5, ,4.4, ,250, ,46.9, 
47,Brentwood,San Francisco Bay,12/1/2020,0800,336,0.00, ,0.00, ,114, ,6.2, ,45.4, ,60, ,32.4, ,5.1, ,268, ,46.7, 
47,Brentwood,San Francisco Bay,12/1/2020,0900,336,0.00, ,0.00, ,407, ,6.9, ,51.7, ,53, ,34.9, ,4.8, ,263, ,46.6, 
47,Brentwood,San Francisco Bay,12/1/2020,1000,336,0.01, ,0.00, ,712, ,6.8, ,58.0, ,41, ,34.7, ,6.5, ,318, ,46.9, 
47,Brentwood,San Francisco Bay,12/1/2020,1100,336,0.01, ,0.00, ,942, ,6.6, ,60.3, ,37, ,34.0, ,9.0, ,317, ,47.6, 
47,Brentwood,San Francisco Bay,12/1/2020,1200,336,0.01, ,0.00, ,1054, ,6.6, ,62.0, ,35, ,34.0, ,8.1, ,329, ,48.7, 
47,Brentwood,San Francisco Bay,12/1/2020,1300,336,0.01, ,0.00, ,1047, ,6.9, ,64.4, ,33, ,35.1, ,5.5, ,335, ,49.9, 
47,Brentwood,San Francisco Bay,12/1/2020,1400,336,0.01, ,0.00, ,923, ,6.8, ,64.7, ,33, ,34.7, ,4.6, ,303, ,51.0, 
47,Brentwood,San Francisco Bay,12/1/2020,1500,336,0.01, ,0.00, ,687, ,6.6, ,67.4, ,29, ,34.0, ,4.5, ,333, ,51.9, 
47,Brentwood,San Francisco Bay,12/1/2020,1600,336,0.01, ,0.00, ,370, ,6.8, ,66.2, ,31, ,34.6, ,5.4, ,22, ,52.6, 
47,Brentwood,San Francisco Bay,12/1/2020,1700,336,0.00, ,0.00, ,64, ,6.5, ,61.9, ,34, ,33.5, ,3.0, ,31, ,53.0, 
47,Brentwood,San Francisco Bay,12/1/2020,1800,336,0.00, ,0.00, ,1, ,6.1, ,56.4, ,39, ,31.8, ,1.4, ,163, ,53.0, 
47,Brentwood,San Francisco Bay,12/1/2020,1900,336,0.00, ,0.00, ,0, ,5.5, ,51.4, ,42, ,29.4, ,2.6, ,225, ,52.7, 
47,Brentwood,San Francisco Bay,12/1/2020,2000,336,0.00, ,0.00, ,0, ,5.3, ,46.8, ,48, ,28.4, ,2.8, ,278, ,52.2, 
47,Brentwood,San Francisco Bay,12/1/2020,2100,336,0.00, ,0.00, ,0, ,5.7, ,46.3, ,53, ,30.2, ,2.7, ,295, ,51.6, 
47,Brentwood,San Francisco Bay,12/1/2020,2200,336,0.00, ,0.00, ,0, ,5.5, ,44.1, ,56, ,29.6, ,2.4, ,277, ,51.0, 
47,Brentwood,San Francisco Bay,12/1/2020,2300,336,0.00, ,0.00, ,0, ,4.9, ,42.0, ,54, ,26.5, ,3.4, ,183, ,50.4, 
47,Brentwood,San Francisco Bay,12/1/2020,2400,336,0.00, ,0.00, ,0, ,4.9, ,40.0, ,58, ,26.4, ,2.4, ,245, ,49.9, 
47,Brentwood,San Francisco Bay,12/2/2020,0100,337,0.00, ,0.00, ,0, ,4.7, ,38.5, ,60, ,25.7, ,2.0, ,249, ,49.3, 
47,Brentwood,San Francisco Bay,12/2/2020,0200,337,0.00, ,0.00, ,0, ,4.9, ,37.6, ,65, ,26.8, ,2.3, ,288, ,48.8, 
47,Brentwood,San Francisco Bay,12/2/2020,0300,337,0.00, ,0.00, ,0, ,4.9, ,37.7, ,63, ,26.4, ,2.1, ,219, ,48.3, 
47,Brentwood,San Francisco Bay,12/2/2020,0400,337,0.00, ,0.00, ,0, ,4.8, ,36.1, ,67, ,26.2, ,2.7, ,311, ,47.8, 
47,Brentwood,San Francisco Bay,12/2/2020,0500,337,0.00, ,0.00, ,0, ,5.8, ,36.0, ,81, ,30.8, ,2.8, ,316, ,47.4, 
47,Brentwood,San Francisco Bay,12/2/2020,0600,337,0.00, ,0.00, ,0, ,7.4, ,37.1, ,99, ,36.9, ,2.1, ,246, ,47.0, 
47,Brentwood,San Francisco Bay,12/2/2020,0700,337,0.00, ,0.00, ,2, ,6.8, ,34.8, ,99, ,34.6, ,3.5, ,195, ,46.6, 
47,Brentwood,San Francisco Bay,12/2/2020,0800,337,0.00, ,0.00, ,95, ,7.0, ,36.0, ,97, ,35.3, ,2.5, ,260, ,46.3, 
47,Brentwood,San Francisco Bay,12/2/2020,0900,337,0.00, ,0.00, ,383, ,9.0, ,43.1, ,94, ,41.7, ,3.2, ,284, ,46.0, 
47,Brentwood,San Francisco Bay,12/2/2020,1000,337,0.01, ,0.00, ,684, ,9.7, ,50.4, ,78, ,43.7, ,4.2, ,287, ,46.1, 
47,Brentwood,San Francisco Bay,12/2/2020,1100,337,0.01, ,0.00, ,914, ,8.9, ,57.4, ,55, ,41.6, ,3.0, ,308, ,46.8, 
47,Brentwood,San Francisco Bay,12/2/2020,1200,337,0.01, ,0.00, ,1036, ,7.7, ,62.1, ,41, ,37.9, ,3.0, ,32, ,48.0, 
47,Brentwood,San Francisco Bay,12/2/2020,1300,337,0.01, ,0.00, ,1030, ,7.9, ,65.0, ,37, ,38.4, ,3.6, ,5, ,49.5, 
47,Brentwood,San Francisco Bay,12/2/2020,1400,337,0.01, ,0.00, ,880, ,7.8, ,65.4, ,36, ,38.1, ,2.7, ,78, ,50.8, 
47,Brentwood,San Francisco Bay,12/2/2020,1500,337,0.01, ,0.00, ,576, ,7.3, ,66.2, ,33, ,36.6, ,2.6, ,51, ,51.8, 
47,Brentwood,San Francisco Bay,12/2/2020,1600,337,0.00, ,0.00, ,157, ,7.0, ,62.5, ,36, ,35.5, ,1.6, ,75, ,52.5, 
47,Brentwood,San Francisco Bay,12/2/2020,1700,337,0.00, ,0.00, ,79, ,7.2, ,61.1, ,39, ,36.2, ,1.7, ,103, ,52.9, 
47,Brentwood,San Francisco Bay,12/2/2020,1800,337,0.00, ,0.00, ,1, ,6.7, ,56.0, ,44, ,34.3, ,1.3, ,286, ,52.9, 
47,Brentwood,San Francisco Bay,12/2/2020,1900,337,0.00, ,0.00, ,0, ,6.0, ,52.3, ,45, ,31.7, ,1.9, ,204, ,52.6, 
47,Brentwood,San Francisco Bay,12/2/2020,2000,337,0.00, ,0.00, ,0, ,6.1, ,49.1, ,51, ,31.9, ,2.9, ,256, ,52.1, 
47,Brentwood,San Francisco Bay,12/2/2020,2100,337,0.00, ,0.00, ,0, ,5.6, ,47.1, ,51, ,29.9, ,2.1, ,169, ,51.6, 
47,Brentwood,San Francisco Bay,12/2/2020,2200,337,0.00, ,0.00, ,0, ,5.0, ,44.1, ,51, ,27.2, ,1.6, ,203, ,51.0, 
47,Brentwood,San Francisco Bay,12/2/2020,2300,337,0.00, ,0.00, ,0, ,4.8, ,42.4, ,52, ,25.9, ,3.1, ,171, ,50.4, 
47,Brentwood,San Francisco Bay,12/2/2020,2400,337,0.00, ,0.00, ,0, ,4.8, ,41.0, ,56, ,26.3, ,2.1, ,257, ,49.9, 
47,Brentwood,San Francisco Bay,12/3/2020,0100,338,0.00, ,0.00, ,0, ,5.2, ,40.9, ,60, ,28.1, ,1.8, ,128, ,49.4, 
47,Brentwood,San Francisco Bay,12/3/2020,0200,338,0.00, ,0.00, ,0, ,4.9, ,40.1, ,58, ,26.4, ,2.1, ,243, ,49.0, 
47,Brentwood,San Francisco Bay,12/3/2020,0300,338,0.00, ,0.00, ,0, ,4.6, ,37.6, ,60, ,25.0, ,2.8, ,298, ,48.5, 
47,Brentwood,San Francisco Bay,12/3/2020,0400,338,0.00, ,0.00, ,0, ,4.5, ,36.1, ,62, ,24.5, ,3.0, ,312, ,48.1, 
47,Brentwood,San Francisco Bay,12/3/2020,0500,338,0.00, ,0.00, ,0, ,4.9, ,36.1, ,68, ,26.8, ,2.9, ,290, ,47.7, 
47,Brentwood,San Francisco Bay,12/3/2020,0600,338,0.00, ,0.00, ,0, ,5.3, ,35.4, ,76, ,28.5, ,3.2, ,261, ,47.2, 
47,Brentwood,San Francisco Bay,12/3/2020,0700,338,0.00, ,0.00, ,1, ,7.3, ,36.6, ,99, ,36.4, ,2.8, ,283, ,46.9, 
47,Brentwood,San Francisco Bay,12/3/2020,0800,338,0.00, ,0.00, ,86, ,7.1, ,36.1, ,99, ,35.9, ,2.6, ,287, ,46.5, 
47,Brentwood,San Francisco Bay,12/3/2020,0900,338,0.00, ,0.00, ,321, ,9.6, ,44.7, ,95, ,43.5, ,4.5, ,322, ,46.3, 
47,Brentwood,San Francisco Bay,12/3/2020,1000,338,0.01, ,0.00, ,627, ,9.3, ,50.5, ,74, ,42.5, ,5.8, ,340, ,46.3, 
47,Brentwood,San Francisco Bay,12/3/2020,1100,338,0.01, ,0.00, ,882, ,8.6, ,56.4, ,55, ,40.6, ,4.2, ,3, ,46.9, 
47,Brentwood,San Francisco Bay,12/3/2020,1200,338,0.01, ,0.00, ,998, ,8.3, ,58.6, ,50, ,39.8, ,3.7, ,330, ,47.9, 
47,Brentwood,San Francisco Bay,12/3/2020,1300,338,0.01, ,0.00, ,991, ,8.2, ,63.0, ,42, ,39.5, ,3.7, ,2, ,49.3, 
47,Brentwood,San Francisco Bay,12/3/2020,1400,338,0.01, ,0.01, ,798, ,8.2, ,63.7, ,41, ,39.3, ,3.6, ,322, ,50.7, 
47,Brentwood,San Francisco Bay,12/3/2020,1500,338,0.01, ,0.00, ,625, ,8.0, ,64.9, ,38, ,38.8, ,3.7, ,311, ,51.5, 
47,Brentwood,San Francisco Bay,12/3/2020,1600,338,0.00, ,0.00, ,240, ,7.7, ,63.4, ,38, ,37.6, ,2.8, ,324, ,52.3, 
47,Brentwood,San Francisco Bay,12/3/2020,1700,338,0.00, ,0.00, ,37, ,7.1, ,59.4, ,41, ,35.7, ,2.6, ,316, ,52.8, 
47,Brentwood,San Francisco Bay,12/3/2020,1800,338,0.00, ,0.00, ,1, ,6.6, ,54.9, ,45, ,34.1, ,3.8, ,291, ,52.8, 
47,Brentwood,San Francisco Bay,12/3/2020,1900,338,0.00, ,0.00, ,0, ,6.6, ,52.4, ,49, ,34.0, ,2.7, ,258, ,52.6, 
47,Brentwood,San Francisco Bay,12/3/2020,2000,338,0.00, ,0.00, ,0, ,6.4, ,50.7, ,51, ,33.3, ,2.9, ,225, ,52.1, 
47,Brentwood,San Francisco Bay,12/3/2020,2100,338,0.00, ,0.00, ,0, ,6.4, ,50.1, ,52, ,33.0, ,2.2, ,241, ,51.7, 
47,Brentwood,San Francisco Bay,12/3/2020,2200,338,0.00, ,0.00, ,0, ,6.4, ,47.2, ,58, ,33.0, ,2.2, ,263, ,51.2, 
47,Brentwood,San Francisco Bay,12/3/2020,2300,338,0.00, ,0.00, ,0, ,6.3, ,44.9, ,62, ,32.7, ,2.8, ,305, ,50.7, 
47,Brentwood,San Francisco Bay,12/3/2020,2400,338,0.00, ,0.00, ,0, ,6.2, ,43.9, ,63, ,32.2, ,2.9, ,215, ,50.3, 
47,Brentwood,San Francisco Bay,12/4/2020,0100,339,0.00, ,0.00, ,0, ,5.6, ,43.0, ,60, ,30.0, ,3.7, ,232, ,49.8, 
47,Brentwood,San Francisco Bay,12/4/2020,0200,339,0.00, ,0.00, ,0, ,5.8, ,42.1, ,64, ,30.6, ,3.1, ,251, ,49.3, 
47,Brentwood,San Francisco Bay,12/4/2020,0300,339,0.00, ,0.00, ,0, ,5.5, ,40.3, ,65, ,29.4, ,3.6, ,251, ,48.8, 
47,Brentwood,San Francisco Bay,12/4/2020,0400,339,0.00, ,0.00, ,0, ,5.6, ,39.4, ,68, ,29.6, ,1.8, ,265, ,48.4, 
47,Brentwood,San Francisco Bay,12/4/2020,0500,339,0.00, ,0.00, ,0, ,5.6, ,39.5, ,68, ,29.8, ,3.9, ,223, ,48.0, 
47,Brentwood,San Francisco Bay,12/4/2020,0600,339,0.00, ,0.00, ,0, ,5.6, ,38.7, ,70, ,29.6, ,2.5, ,258, ,47.6, 
47,Brentwood,San Francisco Bay,12/4/2020,0700,339,0.00, ,0.00, ,1, ,5.5, ,37.8, ,71, ,29.4, ,3.9, ,249, ,47.2, 
47,Brentwood,San Francisco Bay,12/4/2020,0800,339,0.00, ,0.00, ,81, ,5.7, ,38.6, ,71, ,30.1, ,2.7, ,293, ,46.9, 
47,Brentwood,San Francisco Bay,12/4/2020,0900,339,0.00, ,0.00, ,363, ,6.5, ,46.2, ,61, ,33.7, ,2.5, ,291, ,46.6, 
47,Brentwood,San Francisco Bay,12/4/2020,1000,339,0.01, ,0.00, ,669, ,6.8, ,58.1, ,41, ,34.7, ,4.6, ,320, ,46.7, 
47,Brentwood,San Francisco Bay,12/4/2020,1100,339,0.01, ,0.00, ,903, ,6.5, ,59.6, ,37, ,33.5, ,8.1, ,330, ,47.3, 
47,Brentwood,San Francisco Bay,12/4/2020,1200,339,0.01, ,0.00, ,1023, ,6.3, ,62.7, ,32, ,32.8, ,5.2, ,335, ,48.3, 
47,Brentwood,San Francisco Bay,12/4/2020,1300,339,0.01, ,0.00, ,1021, ,6.3, ,64.7, ,30, ,32.7, ,3.7, ,323, ,49.6, 
47,Brentwood,San Francisco Bay,12/4/2020,1400,339,0.01, ,0.00, ,900, ,6.0, ,66.6, ,27, ,31.6, ,2.4, ,66, ,50.8, 
47,Brentwood,San Francisco Bay,12/4/2020,1500,339,0.01, ,0.00, ,666, ,5.9, ,67.6, ,25, ,31.0, ,2.3, ,95, ,51.9, 
47,Brentwood,San Francisco Bay,12/4/2020,1600,339,0.00, ,0.00, ,356, ,5.9, ,67.1, ,26, ,31.1, ,1.9, ,130, ,52.7, 
47,Brentwood,San Francisco Bay,12/4/2020,1700,339,0.00, ,0.00, ,72, ,5.7, ,63.7, ,28, ,30.3, ,2.3, ,145, ,53.1, 
47,Brentwood,San Francisco Bay,12/4/2020,1800,339,0.00, ,0.00, ,1, ,5.5, ,56.9, ,35, ,29.3, ,1.6, ,235, ,53.2, 
47,Brentwood,San Francisco Bay,12/4/2020,1900,339,0.00, ,0.00, ,0, ,5.2, ,51.7, ,40, ,28.1, ,2.5, ,233, ,52.8, 
47,Brentwood,San Francisco Bay,12/4/2020,2000,339,0.00, ,0.00, ,0, ,4.7, ,48.0, ,41, ,25.6, ,2.7, ,191, ,52.3, 
47,Brentwood,San Francisco Bay,12/4/2020,2100,339,0.00, ,0.00, ,0, ,4.5, ,46.5, ,41, ,24.3, ,3.3, ,197, ,51.7, 
47,Brentwood,San Francisco Bay,12/4/2020,2200,339,0.00, ,0.00, ,0, ,4.4, ,45.7, ,42, ,24.2, ,4.5, ,185, ,51.1, 
47,Brentwood,San Francisco Bay,12/4/2020,2300,339,0.00, ,0.00, ,0, ,4.6, ,45.7, ,44, ,24.8, ,5.6, ,189, ,50.6, 
47,Brentwood,San Francisco Bay,12/4/2020,2400,339,0.00, ,0.00, ,0, ,4.8, ,45.3, ,47, ,26.2, ,3.4, ,248, ,50.1, 
47,Brentwood,San Francisco Bay,12/5/2020,0100,340,0.00, ,0.00, ,0, ,4.6, ,41.5, ,52, ,25.0, ,2.9, ,286, ,49.7, 
47,Brentwood,San Francisco Bay,12/5/2020,0200,340,0.00, ,0.00, ,0, ,4.6, ,39.3, ,56, ,25.0, ,3.2, ,305, ,49.2, 
47,Brentwood,San Francisco Bay,12/5/2020,0300,340,0.00, ,0.00, ,0, ,4.9, ,39.2, ,60, ,26.6, ,2.2, ,239, ,48.7, 
47,Brentwood,San Francisco Bay,12/5/2020,0400,340,0.00, ,0.00, ,0, ,4.5, ,36.7, ,60, ,24.3, ,3.2, ,198, ,48.2, 
47,Brentwood,San Francisco Bay,12/5/2020,0500,340,0.00, ,0.00, ,0, ,4.8, ,35.3, ,69, ,26.0, ,2.6, ,288, ,47.7, 
47,Brentwood,San Francisco Bay,12/5/2020,0600,340,0.00, ,0.00, ,0, ,4.8, ,34.5, ,71, ,26.1, ,2.6, ,237, ,47.3, 
47,Brentwood,San Francisco Bay,12/5/2020,0700,340,0.00, ,0.00, ,1, ,4.6, ,33.3, ,71, ,25.2, ,3.1, ,322, ,46.8, 
47,Brentwood,San Francisco Bay,12/5/2020,0800,340,0.00, ,0.00, ,80, ,4.8, ,35.2, ,70, ,26.3, ,2.5, ,238, ,46.4, 
47,Brentwood,San Francisco Bay,12/5/2020,0900,340,0.00, ,0.00, ,357, ,6.2, ,43.6, ,65, ,32.5, ,2.0, ,301, ,46.1, 
47,Brentwood,San Francisco Bay,12/5/2020,1000,340,0.01, ,0.00, ,659, ,7.3, ,51.6, ,56, ,36.6, ,3.7, ,345, ,46.3, 
47,Brentwood,San Francisco Bay,12/5/2020,1100,340,0.01, ,0.00, ,895, ,7.4, ,53.6, ,53, ,36.7, ,4.5, ,320, ,47.0, 
47,Brentwood,San Francisco Bay,12/5/2020,1200,340,0.01, ,0.00, ,1001, ,7.5, ,56.0, ,49, ,37.1, ,5.0, ,57, ,48.2, 
47,Brentwood,San Francisco Bay,12/5/2020,1300,340,0.01, ,0.00, ,817, ,7.2, ,57.7, ,44, ,36.1, ,2.7, ,150, ,49.5, 
47,Brentwood,San Francisco Bay,12/5/2020,1400,340,0.01, ,0.00, ,449, ,7.1, ,59.1, ,42, ,35.8, ,4.9, ,146, ,50.5, 
47,Brentwood,San Francisco Bay,12/5/2020,1500,340,0.00, ,0.00, ,273, ,6.8, ,59.9, ,39, ,34.6, ,3.7, ,287, ,51.4, 
47,Brentwood,San Francisco Bay,12/5/2020,1600,340,0.00, ,0.00, ,168, ,6.8, ,59.7, ,39, ,34.7, ,4.2, ,300, ,51.9, 
47,Brentwood,San Francisco Bay,12/5/2020,1700,340,0.00, ,0.00, ,43, ,6.8, ,57.8, ,42, ,34.8, ,3.2, ,301, ,52.2, 
47,Brentwood,San Francisco Bay,12/5/2020,1800,340,0.00, ,0.00, ,0, ,6.8, ,54.9, ,46, ,34.6, ,2.0, ,251, ,52.2, 
47,Brentwood,San Francisco Bay,12/5/2020,1900,340,0.00, ,0.00, ,0, ,6.0, ,49.5, ,50, ,31.5, ,2.1, ,151, ,51.8, 
47,Brentwood,San Francisco Bay,12/5/2020,2000,340,0.00, ,0.00, ,0, ,5.9, ,46.8, ,54, ,31.3, ,2.7, ,202, ,51.3, 
47,Brentwood,San Francisco Bay,12/5/2020,2100,340,0.00, ,0.00, ,0, ,5.8, ,44.8, ,57, ,30.8, ,3.2, ,235, ,50.7, 
47,Brentwood,San Francisco Bay,12/5/2020,2200,340,0.00, ,0.00, ,0, ,5.9, ,45.0, ,58, ,31.3, ,3.4, ,243, ,50.2, 
47,Brentwood,San Francisco Bay,12/5/2020,2300,340,0.00, ,0.00, ,0, ,5.8, ,44.6, ,58, ,30.7, ,2.2, ,228, ,49.7, 
47,Brentwood,San Francisco Bay,12/5/2020,2400,340,0.00, ,0.00, ,0, ,5.5, ,43.9, ,56, ,29.3, ,3.4, ,236, ,49.2, 
47,Brentwood,San Francisco Bay,12/6/2020,0100,341,0.00, ,0.00, ,0, ,5.2, ,41.9, ,57, ,28.0, ,2.2, ,234, ,48.8, 
47,Brentwood,San Francisco Bay,12/6/2020,0200,341,0.00, ,0.00, ,0, ,5.1, ,40.4, ,59, ,27.4, ,2.8, ,285, ,48.3, 
47,Brentwood,San Francisco Bay,12/6/2020,0300,341,0.00, ,0.00, ,0, ,5.3, ,40.2, ,63, ,28.7, ,3.1, ,285, ,47.9, 
47,Brentwood,San Francisco Bay,12/6/2020,0400,341,0.00, ,0.00, ,0, ,6.0, ,41.1, ,68, ,31.6, ,1.9, ,134, ,47.6, 
47,Brentwood,San Francisco Bay,12/6/2020,0500,341,0.00, ,0.00, ,0, ,5.6, ,41.0, ,64, ,29.8, ,4.4, ,168, ,47.4, 
47,Brentwood,San Francisco Bay,12/6/2020,0600,341,0.00, ,0.00, ,0, ,5.6, ,40.4, ,66, ,29.9, ,2.6, ,272, ,47.2, 
47,Brentwood,San Francisco Bay,12/6/2020,0700,341,0.00, ,0.00, ,1, ,9.0, ,44.4, ,91, ,41.8, ,7.7, ,292, ,47.0, 
47,Brentwood,San Francisco Bay,12/6/2020,0800,341,0.00, ,0.00, ,69, ,11.0, ,47.4, ,99, ,47.2, ,8.5, ,284, ,46.9, 
47,Brentwood,San Francisco Bay,12/6/2020,0900,341,0.00, ,0.00, ,333, ,11.2, ,50.3, ,90, ,47.6, ,3.6, ,276, ,47.0, 
47,Brentwood,San Francisco Bay,12/6/2020,1000,341,0.01, ,0.00, ,635, ,9.8, ,54.4, ,68, ,44.1, ,5.5, ,288, ,47.4, 
47,Brentwood,San Francisco Bay,12/6/2020,1100,341,0.01, ,0.00, ,815, ,8.6, ,58.3, ,52, ,40.6, ,9.1, ,316, ,48.1, 
47,Brentwood,San Francisco Bay,12/6/2020,1200,341,0.01, ,0.00, ,961, ,9.0, ,59.7, ,51, ,41.8, ,7.9, ,306, ,49.1, 
47,Brentwood,San Francisco Bay,12/6/2020,1300,341,0.01, ,0.00, ,746, ,8.6, ,61.8, ,46, ,40.6, ,7.8, ,320, ,50.2, 
47,Brentwood,San Francisco Bay,12/6/2020,1400,341,0.01, ,0.00, ,613, ,7.8, ,63.6, ,39, ,38.1, ,8.0, ,336, ,51.2, 
47,Brentwood,San Francisco Bay,12/6/2020,1500,341,0.01, ,0.00, ,653, ,7.3, ,65.4, ,34, ,36.4, ,7.8, ,342, ,52.0, 
47,Brentwood,San Francisco Bay,12/6/2020,1600,341,0.01, ,0.00, ,362, ,7.1, ,65.4, ,33, ,35.7, ,7.0, ,352, ,52.4, 
47,Brentwood,San Francisco Bay,12/6/2020,1700,341,0.00, ,0.00, ,56, ,6.8, ,61.8, ,36, ,34.6, ,2.8, ,296, ,52.6, 
47,Brentwood,San Francisco Bay,12/6/2020,1800,341,0.00, ,0.00, ,0, ,6.3, ,54.5, ,43, ,32.6, ,2.7, ,249, ,52.5, 
47,Brentwood,San Francisco Bay,12/6/2020,1900,341,0.00, ,0.00, ,0, ,6.0, ,50.3, ,48, ,31.6, ,1.8, ,218, ,52.1, 
47,Brentwood,San Francisco Bay,12/6/2020,2000,341,0.00, ,0.00, ,0, ,5.9, ,47.6, ,52, ,31.1, ,2.6, ,254, ,51.5, 
47,Brentwood,San Francisco Bay,12/6/2020,2100,341,0.00, ,0.00, ,0, ,5.9, ,50.9, ,46, ,31.1, ,5.8, ,265, ,50.9, 
47,Brentwood,San Francisco Bay,12/6/2020,2200,341,0.00, ,0.00, ,0, ,6.5, ,53.5, ,46, ,33.4, ,6.2, ,288, ,50.4, 
47,Brentwood,San Francisco Bay,12/6/2020,2300,341,0.00, ,0.00, ,0, ,6.5, ,53.1, ,47, ,33.7, ,5.6, ,307, ,50.0, 
47,Brentwood,San Francisco Bay,12/6/2020,2400,341,0.00, ,0.00, ,0, ,6.5, ,52.2, ,49, ,33.5, ,5.0, ,306, ,49.8, 
47,Brentwood,San Francisco Bay,12/7/2020,0100,342,0.00, ,0.00, ,0, ,6.2, ,53.5, ,44, ,32.3, ,7.0, ,313, ,49.5, 
47,Brentwood,San Francisco Bay,12/7/2020,0200,342,0.00, ,0.00, ,0, ,6.0, ,56.9, ,38, ,31.7, ,15.0, ,315, ,49.3, 
47,Brentwood,San Francisco Bay,12/7/2020,0300,342,0.00, ,0.00, ,0, ,6.1, ,56.0, ,40, ,32.0, ,13.1, ,310, ,49.3, 
47,Brentwood,San Francisco Bay,12/7/2020,0400,342,0.00, ,0.00, ,0, ,6.2, ,54.5, ,43, ,32.4, ,11.7, ,314, ,49.3, 
47,Brentwood,San Francisco Bay,12/7/2020,0500,342,0.00, ,0.00, ,0, ,6.2, ,53.1, ,45, ,32.2, ,10.2, ,315, ,49.3, 
47,Brentwood,San Francisco Bay,12/7/2020,0600,342,0.00, ,0.00, ,0, ,6.1, ,52.9, ,45, ,32.0, ,12.0, ,317, ,49.3, 
47,Brentwood,San Francisco Bay,12/7/2020,0700,342,0.00, ,0.00, ,1, ,6.0, ,53.1, ,44, ,31.7, ,12.9, ,323, ,49.2, 
47,Brentwood,San Francisco Bay,12/7/2020,0800,342,0.00, ,0.00, ,83, ,6.0, ,53.8, ,42, ,31.4, ,11.4, ,316, ,49.2, 
47,Brentwood,San Francisco Bay,12/7/2020,0900,342,0.01, ,0.00, ,368, ,6.1, ,57.4, ,38, ,32.1, ,12.6, ,314, ,49.2, 
47,Brentwood,San Francisco Bay,12/7/2020,1000,342,0.01,Y,0.00, ,669, ,6.1, ,61.8,Y,32,Y,32.0,Y,12.3, ,325, ,49.4, 
47,Brentwood,San Francisco Bay,12/7/2020,1100,342,0.01,Y,0.00, ,896, ,6.0, ,66.1,Y,28,Y,31.6,Y,11.5, ,329, ,50.0, 
47,Brentwood,San Francisco Bay,12/7/2020,1200,342,0.02,Y,0.00, ,1017, ,5.9, ,69.3,Y,24,Y,31.1,Y,11.5, ,338, ,50.9, 
47,Brentwood,San Francisco Bay,12/7/2020,1300,342,0.02,Y,0.00, ,1024, ,5.7, ,71.4,Y,22,Y,30.4,Y,13.9, ,331, ,51.9, 
47,Brentwood,San Francisco Bay,12/7/2020,1400,342,0.02,Y,0.00, ,908, ,5.5, ,72.7,Y,20,Y,29.5,Y,14.6, ,334, ,52.7, 
47,Brentwood,San Francisco Bay,12/7/2020,1500,342,0.01,Y,0.00, ,678, ,5.5, ,73.6,Y,20,Y,29.5,Y,11.2, ,329, ,53.3, 
47,Brentwood,San Francisco Bay,12/7/2020,1600,342,0.01,Y,0.00, ,370, ,5.5, ,73.2,Y,20,Y,29.4,Y,10.4, ,319, ,53.8, 
47,Brentwood,San Francisco Bay,12/7/2020,1700,342,0.00,Y,0.00, ,76, ,5.3, ,68.6,Y,22,Y,28.6,Y,7.0, ,304, ,54.1, 
47,Brentwood,San Francisco Bay,12/7/2020,1800,342,0.00,Y,0.00, ,1, ,5.0, ,62.8,Y,26,Y,27.3,Y,5.1, ,259, ,54.1, 
47,Brentwood,San Francisco Bay,12/7/2020,1900,342,0.00, ,0.00, ,1, ,4.9, ,60.0, ,27, ,26.4, ,5.0, ,251, ,53.9, 
47,Brentwood,San Francisco Bay,12/7/2020,2000,342,0.00, ,0.00, ,0, ,4.7, ,60.1, ,26, ,25.5, ,5.8, ,264, ,53.4, 
47,Brentwood,San Francisco Bay,12/7/2020,2100,342,0.00,Y,0.00, ,0, ,4.6, ,60.6,Y,25,Y,24.9,Y,6.2, ,287, ,53.0, 
47,Brentwood,San Francisco Bay,12/7/2020,2200,342,0.00, ,0.00, ,0, ,4.6, ,58.7, ,27, ,25.2, ,5.3, ,272, ,52.6, 
